Weights,PortfolioReturn,PortfolioVariance,SharpeRatio
"[0.1, 0.3, 0.6]",1.487937270707627,0.0032612309047283863,26.055166198703017
"[0.1, 0.25, 0.65]",1.4698774954159548,0.003419706060699503,25.135455025645008
"[0.1, 0.2, 0.7]",1.4518177201242826,0.003592195414423404,24.22323351229883
"[0.1, 0.15, 0.75]",1.4337579448326103,0.0037786989659000896,23.32408900777469
"[0.1, 0.1, 0.8]",1.415698169540938,0.00397921671512956,22.442533101520585
"[0.1, 0.05, 0.85]",1.3976383942492658,0.004193748662111815,21.582096152526784
"[0.1, 0.0, 0.9]",1.3795786189575936,0.004422294806846855,20.74543804466607
"[0.05, 0.95, 0.0]",1.755511092834264,0.0025482114614145484,34.7764979476442
"[0.05, 0.9, 0.05]",1.737451317542592,0.002536362622024987,34.49903700742983
"[0.05, 0.85, 0.1]",1.7193915422509196,0.002538527980388209,34.12587602875386
"[0.05, 0.8, 0.15]",1.7013317669592476,0.002554707536504217,33.66033365427822
"[0.05, 0.75, 0.2]",1.6832719916675754,0.0025849012903730087,33.10795189361794
"[0.05, 0.7, 0.25]",1.6652122163759029,0.0026291092419945855,32.47620486906515
"[0.05, 0.65, 0.3]",1.6471524410842306,0.002687331391368948,31.77409440804846
"[0.05, 0.6, 0.35]",1.6290926657925582,0.0027595677384960942,31.011677499404847
"[0.05, 0.55, 0.4]",1.6110328905008864,0.0028458182833760257,30.19957452728092
"[0.05, 0.5, 0.45]",1.592973115209214,0.0029460830260087415,29.348503101259077
"[0.05, 0.45, 0.5]",1.5749133399175417,0.0030603619663942426,28.468872250771756
"[0.05, 0.4, 0.55]",1.5568535646258694,0.0031886551045325288,27.570458710793776
"[0.05, 0.35, 0.6]",1.538793789334197,0.003330962440423598,26.662173915502578
"[0.05, 0.3, 0.65]",1.5207340140425247,0.0034872839740674537,25.751919309141375
"[0.05, 0.25, 0.7]",1.5026742387508525,0.0036576197054640934,24.846519814129717
"[0.05, 0.2, 0.75]",1.4846144634591802,0.0038419696346135186,23.9517209465881
"[0.05, 0.15, 0.8]",1.466554688167508,0.004040333761515728,23.072233659507965
"[0.05, 0.1, 0.85]",1.4484949128758358,0.004252712086170722,22.211811724567234
"[0.05, 0.05, 0.9]",1.4304351375841635,0.004479104608578502,21.373348492839384
"[0.05, 0.0, 0.95]",1.4123753622924913,0.004719511328739065,20.558982487523352
"[0.0, 1.0, 0.0]",1.8063676114608342,0.0026483091797478383,35.101186326281365
"[0.0, 0.95, 0.05]",1.7883078361691618,0.0026343067180310147,34.842484047704815
"[0.0, 0.9, 0.1]",1.7702480608774898,0.0026343184540669772,34.49053970484853
"[0.0, 0.85, 0.15]",1.7521882855858175,0.0026483443878557236,34.04815181103783
"[0.0, 0.8, 0.2]",1.7341285102941453,0.0026763845193972548,33.520232617578905
"[0.0, 0.75, 0.25]",1.716068735002473,0.002718438848691571,32.913562724637565
"[0.0, 0.7, 0.3]",1.6980089597108006,0.0027745073757386714,32.23643708890116
"[0.0, 0.65, 0.35]",1.6799491844191283,0.0028445901005385572,31.498240749501573
"[0.0, 0.6, 0.4]",1.661889409127456,0.002928687023091228,30.708997476591264
"[0.0, 0.55, 0.45]",1.6438296338357838,0.003026798143396683,29.878932413006535
"[0.0, 0.5, 0.5]",1.6257698585441116,0.0031389234614549225,29.018082059036814
"[0.0, 0.45, 0.55]",1.6077100832524394,0.0032650629772659474,28.13597402392291
"[0.0, 0.4, 0.6]",1.5896503079607671,0.0034052166908297567,27.24138736470805
"[0.0, 0.35, 0.65]",1.5715905326690949,0.0035593846021463506,26.34219408626679
"[0.0, 0.3, 0.7]",1.5535307573774224,0.00372756671121573,25.44527469551152
"[0.0, 0.25, 0.75]",1.5354709820857502,0.003909763018037893,24.55649596601608
"[0.0, 0.2, 0.8]",1.5174112067940781,0.0041059735226128425,23.680737023931812
"[0.0, 0.15, 0.85]",1.4993514315024057,0.004316198224940575,22.82194990463744
"[0.0, 0.1, 0.9]",1.4812916562107334,0.004540437125021094,21.983242138011445
"[0.0, 0.05, 0.95]",1.4632318809190612,0.004778690222854396,21.16697104780745
"[0.0, 0.0, 1.0]",1.445172105627389,0.005030957518440484,20.374841795249232
